,Precio,Currency,Precio_EUR,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Country,City,Number of views last 7 days
196,14400.0,EUR,14400.0,Fishing Boat,unknown,new boat from stock,0,5.0,2.0,unknown,Italy , Lago Maggiore ,279
197,14366.0,EUR,14366.0,Runabout,Karnic power boats,new boat from stock,2018,4.9,2.08,GRP,Germany , Lake Constance ,119
198,15500.0,CHF,16120.0,Center console boat,Seagull power boats,"Used boat,Unleaded",2006,5.25,2.16,GRP,Switzerland , Lake Geneva ,151
199,15400.0,CHF,16016.0,Motor Yacht,B2 Marine power boats,new boat from stock,2019,4.52,1.9,unknown,Switzerland , Lake Geneva ,220
200,14200.0,EUR,14200.0,Sport Boat,Allegra power boats,Used boat,2019,6.35,2.45,unknown,Italy , Lombardia - Trentino Alto Adige ,172
201,14200.0,EUR,14200.0,Sport Boat,Romar power boats,new boat from stock,2019,5.68,1.99,GRP,Switzerland , Diessenhoen,285
202,14000.0,EUR,14000.0,Sport Boat,Gobbi power boats,Used boat,1997,9.15,3.0,GRP,Italy , Veneto ,281
203,14000.0,EUR,14000.0,Deck Boat,Mingolla power boats,Used boat,2019,6.42,2.38,unknown,Italy , Lake Garda ,152
204,14000.0,EUR,14000.0,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1990,6.42,2.38,GRP,Italy,,132
205,14000.0,EUR,14000.0,Sport Boat,Allegra power boats,new boat from stock,2018,5.6,2.35,unknown,Italy , Lake Garda ,70
206,14000.0,EUR,14000.0,Cabin Boat,SAS-Vektor power boats,"Used boat,Unleaded",2008,4.99,2.07,GRP,Croatia (Hrvatska) , Biograd,118
207,14000.0,EUR,14000.0,Sport Boat,Rinker power boats,"Used boat,Unleaded",1992,7.16,2.59,unknown,Italy , Friuli-Venezia Giulia,208
208,14950.0,EUR,14950.0,Motor Yacht,Quicksilver power boats,Used boat,2008,5.55,2.47,unknown,Germany , BOOTSCENTER KESER GMBH,238
209,14900.0,EUR,14900.0,Sport Boat,Marinello power boats,"new boat from stock,Unleaded",2014,4.7,1.85,GRP,Germany , Stadtprozelten,156
210,14900.0,EUR,14900.0,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1983,10.0,3.0,GRP,Croatia (Hrvatska) , Istra,111
211,14900.0,EUR,14900.0,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.55,2.18,GRP,Italy , Dormelletto ,87
212,14900.0,EUR,14900.0,Fishing Boat,Vizion power boats,new boat from stock,2019,4.7,1.95,Aluminium,Germany , Berlin ,70
213,14900.0,EUR,14900.0,"Cabin Boat,Classic",unknown,Used boat,1948,8.25,2.65,Wood,Netherlands , Sneek,155
214,14900.0,EUR,14900.0,Flybridge,Draco power boats,"Used boat,Diesel",1980,9.1,3.14,GRP,Italy , Friuli Venezia Giulia ,356
215,14900.0,EUR,14900.0,Cabin Boat,Hilter power boats,"Used boat,Unleaded",1984,7.9,2.5,GRP,Germany , Bayern ,198
216,14900.0,EUR,14900.0,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2017,5.15,2.15,PVC,France,,68
217,14900.0,EUR,14900.0,Center console boat,Ultramar power boats,"Used boat,Unleaded",2018,5.3,1.96,unknown,Germany , Bnningstedt,103
218,14900.0,EUR,14900.0,Trawler,unknown,Used boat,1975,10.3,3.0,Steel,Netherlands , In verkoophaven,225
219,14900.0,EUR,14900.0,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.55,2.18,GRP,Switzerland , Lugano ,80
220,14900.0,EUR,14900.0,Trawler,unknown,Used boat,2001,8.3,3.0,Steel,Netherlands , Sneek,309
221,14900.0,EUR,14900.0,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,5.0,2.1,GRP,Germany , 25488 Holm,180
222,15500.0,EUR,15500.0,Cabin Boat,Seaswirl power boats,"Used boat,Unleaded",1995,6.5,2.5,GRP,Germany , Genthin,145
223,15500.0,EUR,15500.0,Deck Boat,unknown,"new boat from stock,Unleaded",2020,5.53,2.18,unknown,Italy , Venezia,50
224,15500.0,EUR,15500.0,Sport Boat,Maxum power boats,"Used boat,Diesel",2007,6.12,2.31,unknown,Malta , St.Julians,185
225,15500.0,EUR,15500.0,Sport Boat,Fjord Plast power boats,"Used boat,Unleaded",1979,6.5,2.5,GRP,Austria , Linz,125
226,15500.0,EUR,15500.0,"Motor Yacht,Sport Boat",Scand power boats,"Used boat,Unleaded",1993,9.2,2.98,GRP,Austria , Donau ,236
227,15500.0,EUR,15500.0,Trawler,Hoekstra power boats,Used boat,1976,9.5,3.2,Steel,Netherlands , In verkoophaven,253
228,15500.0,EUR,15500.0,Trawler,SkilsÃ¶ power boats,"Used boat,Diesel",1979,7.0,2.5,GRP,Germany , Niedersachsen ,311
229,15499.0,EUR,15499.0,Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.5,2.29,GRP,Germany , Kieler Bucht mit Fehmarn ,219
230,15490.0,EUR,15490.0,Deck Boat,Jeanneau power boats,new boat from stock,2017,5.0,2.0,PVC,Slovak Republic ," Bratislava, Slovaquie",71
231,15446.0,EUR,15446.0,Center console boat,Jeanneau power boats,new boat on order,2020,5.48,2.36,GRP,Germany , Bnningstedt / Werft,56
232,15446.0,EUR,15446.0,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",0,6.34,2.48,GRP,Germany,,148
233,15400.0,EUR,15400.0,Center console boat,Ranieri power boats,new boat from stock,2019,6.0,2.25,GRP,Italy , Lombardia - Trentino Alto Adige ,116
235,13995.0,GBP,15954.3,Cabin Boat,Atlanta power boats,Used boat,0,7.37,1.85,unknown,United Kingdom ," Lincoln, Royaume Uni",140
236,16490.0,EUR,16490.0,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,4.54,1.85,GRP,Germany ," MARINA WASSERSPORT, MUENCHEN",54
237,14950.0,GBP,17043.0,Center console boat,Buster power boats,new boat from stock,2018,4.57,1.83,unknown,United Kingdom ," Lincoln, Lincoln",53
238,17684.0,CHF,18391.36,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2020,4.7,2.02,Aluminium,Switzerland , Bouveret,341
239,16314.0,EUR,16314.0,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",0,5.48,2.36,GRP,Germany,,90
240,17500.0,CHF,18200.0,Pilothouse,Milan  power boats,"Used boat,Diesel",1992,6.19,2.4,GRP,Switzerland , Bielersee,201
241,16304.0,EUR,16304.0,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,4.54,1.85,GRP,Germany , MUENCHEN,98
242,16220.0,EUR,16220.0,Center console boat,Jeanneau power boats,new boat from stock,2020,5.48,2.36,GRP,Germany , Bnningstedt / Werft,99
243,16219.0,EUR,16219.0,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",0,5.48,2.36,GRP,Germany , 1,75
244,16200.0,EUR,16200.0,Sport Boat,unknown,new boat from stock,0,5.7,2.5,GRP,Germany , Berlin ,108
245,16190.0,EUR,16190.0,Sport Boat,AMT power boats,new boat from stock,2019,5.15,2.08,GRP,Germany , auf Anfrage,60
246,17500.0,CHF,18200.0,Pontoon Boat,Doral power boats,"Used boat,Unleaded",1995,7.2,2.57,GRP,Switzerland , Luganersee ,387
247,17400.0,CHF,18096.0,Pilothouse,Smartliner power boats,new boat on order,2020,6.4,2.25,GRP,Switzerland , Lake Geneva ,399
248,17400.0,CHF,18096.0,Center console boat,Morningstar power boats,new boat from stock,2019,5.0,2.0,Aluminium,Switzerland , Vierwaldst¤ttersee ,149
249,119500.0,DKK,15535.0,Deck Boat,Yamarin power boats,new boat from stock,2020,4.0,1.0,unknown,Denmark , Svendborg,50
250,16000.0,EUR,16000.0,Sport Boat,Bombardier power boats,"Used boat,Unleaded",1998,7.35,2.6,GRP,Croatia (Hrvatska),,141
251,16900.0,EUR,16900.0,Pilothouse,Smartliner power boats,"Used boat,Unleaded",2017,6.45,2.25,PVC,Montenegro ," Tivat, Montenegro",53
252,16900.0,EUR,16900.0,Cabin Boat,Four Winns power boats,"Used boat,Unleaded",1992,6.3,2.34,GRP,Germany , Bayern ,154
253,16900.0,EUR,16900.0,Bowrider,Wellcraft power boats,"Used boat,Unleaded",1995,8.53,2.59,unknown,France ," MANDELIEU, MANDELIEU",244
254,16900.0,EUR,16900.0,Center console boat,Allegra power boats,"Used boat,Unleaded",2019,5.6,2.16,GRP,Italy , Lombardia - Trentino Alto Adige ,107
255,16900.0,EUR,16900.0,"Cabin Boat,Sport Boat",Fairline power boats,"Used boat,Unleaded",1985,8.04,3.06,GRP,Germany , Baden-W¼rttemberg ,405
256,16900.0,EUR,16900.0,Motor Yacht,Jeanneau power boats,Used boat,2005,7.15,2.59,PVC,France ," SAINT CYPRIEN, France",62
257,16900.0,EUR,16900.0,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2005,7.15,2.59,PVC,France ," SAINT CYPRIEN, France",98
258,16900.0,EUR,16900.0,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2003,5.47,2.34,PVC,Spain ," Torrevieja, Espagne",152
259,16900.0,EUR,16900.0,Motor Yacht,Moonfleet power boats,Used boat,0,4.8,1.6,unknown,Latvia , Riga,121
260,16900.0,EUR,16900.0,Trawler,GioMare power boats,Used boat,1995,5.7,2.8,GRP,Rovinij,,172
261,18260.0,CHF,18990.4,Bowrider,Bella power boats,Display Model,2019,5.01,2.01,GRP,Switzerland , Vierwaldst¤ttersee ,339
262,16870.0,EUR,16870.0,Sport Boat,Yamarin power boats,new boat from stock,2020,5.53,2.24,GRP,Germany , Nordrhein-Westfalen ,127
263,18210.0,CHF,18938.4,Center console boat,Saver power boats,"new boat from stock,Unleaded",2020,5.83,2.03,GRP,Switzerland , Thunersee ,247
264,18200.0,CHF,18928.0,Fishing Boat,Lund Boats power boats,new boat from stock,2020,4.95,2.03,Aluminium,Switzerland , Lake Geneva ,241
265,18200.0,CHF,18928.0,Motor Yacht,Mariah power boats,"Used boat,Unleaded",1997,6.5,2.5,Thermoplastic,Switzerland , Murtensee ,331
266,17500.0,EUR,17500.0,"Classic,Launch",unknown,Used boat,1960,6.85,2.3,Wood,Netherlands , In verkoophaven,96
267,17500.0,EUR,17500.0,Deck Boat,Quicksilver power boats,"Used boat,Unleaded",2005,6.22,2.47,PVC,France ," CAP D'AGDE, CAP D'AGDE",144
268,17500.0,EUR,17500.0,Motor Yacht,unknown,Used boat,1976,10.0,3.2,Steel,Netherlands ," Verkoophaven Molecaten Flevostrand, navigatie ""zui",103
269,17500.0,EUR,17500.0,Motor Yacht,unknown,Used boat,1930,22.0,4.7,Steel,Netherlands , Omgeving Harlingen,136
270,17500.0,EUR,17500.0,Pilothouse,Ocqueteau power boats,"Used boat,Gas",2010,5.4,2.4,GRP,Portugal , Lisbon ,192
271,17500.0,EUR,17500.0,Classic,unknown,"Used boat,Unleaded",1960,5.0,2.1,Wood,Netherlands , reeuwijk,185
272,17500.0,EUR,17500.0,Trawler,Pedro power boats,Used boat,1984,8.6,2.8,Steel,Netherlands , In verkoophaven,149
273,17490.0,EUR,17490.0,Cabin Boat,Hanto power boats,"Used boat,Diesel",1984,7.0,2.0,GRP,Germany , Schwerin,164
274,17490.0,EUR,17490.0,Cabin Boat,Winga power boats,"Used boat,Diesel",1977,7.5,2.75,GRP,Germany , Verkaufshafen Brandenburg-Plaue,162
275,18900.0,CHF,19656.0,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2019,5.0,1.94,Aluminium,Switzerland , Bouveret,215
276,18900.0,CHF,19656.0,Center console boat,Italmar power boats,Display Model,0,5.7,2.2,GRP,Switzerland , Lake Constance ,237
277,17500.0,EUR,17500.0,Trawler,unknown,Used boat,1978,8.5,3.25,Steel,Netherlands , In verkoophaven,199
278,18900.0,CHF,19656.0,Sport Boat,Campion power boats,"Used boat,Unleaded",2001,5.71,2.34,Plastic,Switzerland , Lago Maggiore ,335
279,18900.0,CHF,19656.0,Sport Boat,Sunbird power boats,"Used boat,Unleaded",1990,6.5,2.45,Plastic,Switzerland , Lake Constance ,686
280,19500.0,CHF,20280.0,Water ski,Correct Craft power boats,"Used boat,Unleaded",1998,5.9,2.32,GRP,Switzerland , Lake of Zurich ,1028
281,19500.0,CHF,20280.0,Pilothouse,Pegazus power boats,new boat from stock,0,5.4,2.54,GRP,Switzerland , Lake Constance ,349
282,19500.0,CHF,20280.0,Pontoon Boat,Ranieri International power boats,"Used boat,Unleaded",2020,4.99,2.06,unknown,Switzerland , Luganersee ,409
283,18000.0,EUR,18000.0,Deck Boat,unknown,"Used boat,Diesel",2014,6.5,2.25,unknown,Netherlands , Grou,53
284,18000.0,EUR,18000.0,Sport Boat,Tullio Abbate power boats,Used boat,1986,7.5,2.3,unknown,Italy , Lago,293
285,18000.0,EUR,18000.0,Sport Boat,Tullio Abbate power boats,"Used boat,Unleaded",2004,6.53,2.29,unknown,Italy , Lago,132
286,18000.0,EUR,18000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1990,7.96,2.47,GRP,Portugal , Vilamoura,375
287,18000.0,EUR,18000.0,Pilothouse,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2003,6.2,2.0,GRP,Italy , Lake Garda ,333
288,18000.0,EUR,18000.0,Cabin Boat,Saura power boats,"Used boat,Diesel",1993,7.35,2.72,GRP,Spain , Mallorca ,129
289,18000.0,EUR,18000.0,Sport Boat,Yamarin power boats,"Used boat,Unleaded",2004,6.21,2.48,PVC,Spain ," Dnia, Alicante",211
290,18000.0,EUR,18000.0,Sport Boat,Nidelv power boats,"Used boat,Unleaded",1996,6.1,2.3,unknown,Portugal , Vilamoura Algarve,188
291,18000.0,EUR,18000.0,Flybridge,Bayliner power boats,"Used boat,Unleaded",1993,8.0,2.94,GRP,Italy , Toscana ,334
292,18000.0,EUR,18000.0,Bowrider,Ebbtide power boats,"Used boat,Unleaded",2009,5.59,2.29,PVC,Spain ," Cabo de Palos, Espagne",119
293,18000.0,EUR,18000.0,Sport Boat,unknown,"Used boat,Diesel",1989,7.06,2.36,GRP,Italy , Toscana ,136
294,18000.0,EUR,18000.0,Pilothouse,unknown,"Used boat,Diesel",1981,8.8,3.5,GRP,Italy , Toscana ,132
295,18800.0,EUR,18800.0,Bowrider,Bayliner power boats,Used boat,0,7.26,2.4,unknown,France ," Ajaccio, France",118
296,18800.0,EUR,18800.0,Sport Boat,Drago Boats power boats,"Used boat,Unleaded",2015,5.33,2.25,PVC,France ," Chalon-sur-Sa´ne, France",110
297,18750.0,EUR,18750.0,Center console boat,Clear power boats,new boat from stock,2020,6.15,2.27,GRP,Germany , Lake Constance ,149
298,18700.0,EUR,18700.0,Center console boat,unknown,"Used boat,Unleaded",2019,6.0,2.0,GRP,Germany , ROSTOCK,139
299,18700.0,EUR,18700.0,Sport Boat,Nor-Dan power boats,"Used boat,Unleaded",1990,6.5,2.4,GRP,Germany , Baden-W¼rttemberg ,254
300,18690.0,EUR,18690.0,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,6.1,2.4,GRP,Switzerland , Lake Geneva ,324
301,20000.0,CHF,20800.0,Cabin Boat,Donzi power boats,"Used boat,Unleaded",1991,7.62,2.59,GRP,Switzerland , Lago Maggiore ,220
302,19990.0,CHF,20789.600000000002,Sport Boat,Sea-Doo power boats,"Used boat,Unleaded",2008,4.67,2.16,GRP,Switzerland , Lake of Zurich ,540
303,19990.0,CHF,20789.600000000002,Cabin Boat,Chris Craft power boats,"Used boat,Unleaded",1991,7.22,2.57,GRP,Switzerland , Lake Geneva ,339
304,18620.0,EUR,18620.0,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020,5.52,2.43,unknown,Italy,,73
305,18600.0,EUR,18600.0,Pilothouse,unknown,"Used boat,Diesel",1985,7.0,2.6,GRP,Croatia (Hrvatska) , Silo,387
306,20100.0,CHF,20904.0,Fishing Boat,Smartliner power boats,new boat from stock,2020,6.4,2.25,GRP,Switzerland , Lake Geneva ,185
307,19900.0,CHF,20696.0,Runabout,Safter Marine power boats,new boat from stock,2020,5.0,1.9,GRP,Switzerland , Zugersee ,401
308,19900.0,CHF,20696.0,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1993,6.14,2.34,Plastic,Switzerland , Murtensee ,2026
309,137800.0,DKK,17914.0,Center console boat,Yamarin power boats,new boat from stock,2020,4.0,2.0,unknown,Denmark , Svendborg,95
310,18515.0,EUR,18515.0,Sport Boat,Yamarin power boats,new boat from stock,2020,4.86,1.96,Aluminium,Germany , Nordrhein-Westfalen ,145
311,19500.0,EUR,19500.0,Trawler,Beachcraft power boats,Used boat,1981,8.2,3.1,Steel,Netherlands , In verkoophaven,118
312,19500.0,EUR,19500.0,Cabin Boat,Waterland power boats,Used boat,1975,8.2,3.1,GRP,Netherlands , In verkoophaven,101
313,19500.0,EUR,19500.0,Cabin Boat,KOK power boats,Used boat,2005,6.1,2.25,Steel,Netherlands , In verkoophaven,78
314,19500.0,EUR,19500.0,Motor Yacht,Mazury power boats,"Used boat,Unleaded",2010,5.0,2.27,GRP,Germany,,273
315,19500.0,EUR,19500.0,Cabin Boat,Sea Ray power boats,Used boat,1996,8.95,2.59,GRP,Steinwiesen,,778
316,19490.0,EUR,19490.0,Cabin Boat,Bayliner power boats,Unleaded,2003,5.89,2.37,GRP,Germany , Mlln,261
317,21000.0,CHF,21840.0,Pontoon Boat,Calcagno power boats,"Used boat,Diesel",2014,5.95,2.27,GRP,Switzerland , Luganersee ,163
318,21000.0,CHF,21840.0,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",0,6.1,2.24,GRP,Switzerland , Bouveret,307
319,20950.0,CHF,21788.0,Motor Yacht,Pacific Craft power boats,"new boat from stock,Unleaded",2018,4.99,1.97,GRP,Switzerland , Lake Geneva ,183
320,19301.0,EUR,19301.0,Cabin Boat,Drago Boats power boats,"new boat from stock,Unleaded",0,5.5,2.02,GRP,Germany , CUXHAVEN,227
321,19300.0,EUR,19300.0,Center console boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.1,2.1,GRP,Germany , Baden-W¼rttemberg ,117
322,20800.0,CHF,21632.0,Pontoon Boat,MÃ¤ndli power boats,new boat from stock,2020,9.0,1.7,Wood,Switzerland , Beringen,235
323,19900.0,EUR,19900.0,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,6.12,2.44,GRP,Italy , Friuli Venezia Giulia ,217
324,19900.0,EUR,19900.0,Sport Boat,Galia power boats,"new boat from stock,Unleaded",2018,4.78,1.95,GRP,Germany , Boote Pfister / Schwebheim,121
325,19900.0,EUR,19900.0,Flybridge,unknown,"Used boat,Diesel",1980,9.0,3.0,GRP,Germany , LAMPERHEIM,355
326,19900.0,EUR,19900.0,Motor Yacht,Cytra power boats,"Used boat,Unleaded",1976,9.0,3.2,GRP,Germany , Lake Constance ,314
327,19900.0,EUR,19900.0,Motor Yacht,Crownline power boats,Used boat,1997,7.5,2.59,GRP,Netherlands , Lemmer,122
328,19900.0,EUR,19900.0,Bowrider,Chris Craft power boats,"Used boat,Unleaded",1995,7.83,2.58,PVC,France ," Chalon-sur-Sa´ne, France",165
329,19900.0,EUR,19900.0,Sport Boat,Bayliner power boats,"Used boat,Unleaded",1996,6.16,2.29,GRP,Germany , Lake Constance ,375
330,19900.0,EUR,19900.0,Classic,Solcio power boats,"Used boat,Unleaded",1976,5.6,2.25,unknown,Germany , Bayern ,130
331,19900.0,EUR,19900.0,Sport Boat,Buster power boats,"Used boat,Unleaded",1994,4.95,1.97,Aluminium,Germany , Bayern ,80
332,19900.0,EUR,19900.0,Pilothouse,Ala Blu power boats,"Used boat,Diesel",1996,5.97,2.45,unknown,Italy , Toscana ,50
333,19900.0,EUR,19900.0,Sport Boat,Kelt power boats,"Used boat,Unleaded",2002,6.97,2.44,PVC,France,,89
334,19900.0,EUR,19900.0,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2006,6.23,2.3,PVC,France,,97
335,19900.0,EUR,19900.0,Cabin Boat,Fjord power boats,"Used boat,Diesel",1984,8.15,2.9,GRP,Germany , Flensburger Frde ,280
336,19900.0,EUR,19900.0,Sport Boat,Boesch power boats,"Used boat,Unleaded",1970,5.1,2.02,Wood,Germany , Baden-W¼rttemberg ,206
337,19900.0,EUR,19900.0,Cabin Boat,Smartliner power boats,"Used boat,Unleaded",2017,5.7,2.25,GRP,Germany , Niedersachsen ,159
338,19900.0,EUR,19900.0,Motor Yacht,Doerak Sneek power boats,"Used boat,Diesel",1969,8.5,3.1,Steel,Belgium , Gent ,157
339,20499.0,EUR,20499.0,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.75,2.54,GRP,Germany , Kieler Bucht mit Fehmarn ,153
340,20490.0,EUR,20490.0,Sport Boat,Sting power boats,new boat from stock,2018,6.08,2.37,GRP,Germany , Nordrhein-Westfalen ,115
341,22110.0,CHF,22994.4,Center console boat,Sting power boats,new boat from stock,2020,5.3,2.15,GRP,Switzerland , Vierwaldst¤ttersee ,118
342,22000.0,CHF,22880.0,Sport Boat,Scand power boats,"Used boat,Unleaded",1989,8.5,3.0,GRP,Switzerland , Bielersee,537
343,22000.0,CHF,22880.0,Pontoon Boat,Airon Marine power boats,"Used boat,Unleaded",1992,7.63,2.5,GRP,Switzerland , Luganersee ,176
344,22000.0,CHF,22880.0,Bowrider,Cranchi power boats,Used boat,1993,7.6,2.47,GRP,Switzerland , Luganersee ,415
345,22000.0,CHF,22880.0,Cabin Boat,Saga power boats,"Used boat,Diesel",1978,8.12,2.75,GRP,Switzerland , Bielersee ,593
346,22000.0,CHF,22880.0,Hardtop,Finnmaster power boats,"Used boat,Unleaded",2001,6.01,2.3,GRP,Switzerland , Rhein ,527
347,22000.0,CHF,22880.0,Sport Boat,Draco power boats,"Used boat,Unleaded",1993,6.77,2.28,GRP,Switzerland , Bielersee ,265
348,22000.0,CHF,22880.0,Pilothouse,Sessa power boats,"Used boat,Unleaded",2006,6.5,2.43,GRP,Switzerland , Vierwaldst¤ttersee ,466
349,21990.0,CHF,22869.600000000002,Sport Boat,Buster power boats,new boat from stock,0,5.13,1.99,Aluminium,Switzerland , Schweiz,159
350,21740.0,CHF,22609.600000000002,Center console boat,DarekCo power boats,"new boat from stock,Unleaded",0,5.5,2.15,GRP,Switzerland , Lake Constance ,274
351,21900.0,CHF,22776.0,Trawler,unknown,"Used boat,Diesel",1972,7.8,2.6,Steel,Switzerland , Lake of Zurich ,319
352,21900.0,CHF,22776.0,Fishing Boat,FÃ¼llemann power boats,new boat on order,0,6.03,1.9,GRP,Switzerland , Lake Constance ,157
353,21900.0,CHF,22776.0,Fishing Boat,FÃ¼llemann power boats,new boat on order,0,6.03,1.9,GRP,Switzerland , Lake Constance ,166
354,21396.0,EUR,21396.0,Pilothouse,Jeanneau power boats,"new boat on order,Unleaded",2020,5.64,2.45,GRP,Germany , Bnningstedt / Werft,73
355,21396.0,EUR,21396.0,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",0,5.64,2.45,GRP,Germany , 1,116
356,21300.0,EUR,21300.0,Center console boat,BMA power boats,new boat from stock,2020,6.89,2.5,unknown,Italy,,43
357,23000.0,CHF,23920.0,Pilothouse,Atlantic Marine power boats,new boat from stock,2019,6.6,2.47,GRP,Switzerland , Walensee ,394
358,23000.0,CHF,23920.0,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1992,7.0,2.43,GRP,Switzerland , Lake Geneva ,863
359,23000.0,CHF,23920.0,Sport Boat,Galia power boats,"Used boat,Unleaded",2020,4.75,1.9,GRP,Switzerland , Vierwaldst¤ttersee ,235
360,22900.0,CHF,23816.0,Sport Boat,Capelli power boats,"Used boat,Unleaded",2016,5.01,2.28,Hypalon,Switzerland , Bouveret,135
361,22900.0,CHF,23816.0,Sport Boat,Rio Iberica power boats,"Used boat,Unleaded",2004,5.5,2.05,GRP,Switzerland , Vierwaldst¤ttersee ,457
362,21090.0,EUR,21090.0,Sport Boat,Yamarin power boats,new boat from stock,2019,5.67,2.25,GRP,Germany , auf Anfrage,135
363,21000.0,EUR,21000.0,Sport Boat,Intermare power boats,"Used boat,Diesel",1991,6.45,2.4,GRP,Italy , Toscana ,49
364,21000.0,EUR,21000.0,Bowrider,Cobalt power boats,"Used boat,Unleaded",1996,6.35,2.54,GRP,Italy ," Lombardy, Soiano del Lago",97
365,21000.0,EUR,21000.0,Cabin Boat,Monterey power boats,"Used boat,Unleaded",1997,8.0,2.59,GRP,Italy , Lombardia - Trentino Alto Adige ,241
366,21000.0,EUR,21000.0,Sport Boat,Azimut power boats,"Used boat,Diesel",1989,9.23,3.18,PVC,France ," La Seyne-sur-Mer, France",190
367,21000.0,EUR,21000.0,Center console boat,Quicksilver power boats,"new boat from stock,Unleaded",2020,5.03,2.12,unknown,France ," granville, granville",62
